Select-ROI
Time (ms),426870982019,
FileNumber,0,
Time (s),0,
meanIntensity-ch1,35.7118644067797,
sumIntensity-ch1,8428,
nPixels-ch1,236,
Lifetime-ch1,3.30281026735143,
Fraction2-ch1,0.571051296441139,
Lifetime_fit-ch1,3.47577227561681,
Fraction2_fit-ch1,0.490669000909065,

Multi-ROI
nROIs,0,
Time (ms),426870982019,
FileNumber,0,
Time (s),0,







